Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
2,1,1.0,1.0,3.0,23.697,2.455,2.922,2.438,1.2,0.0,5.0
2,2,1.0,72.0,10.0,7.476,6.0,4.757,2.611,2.25,0.0,4.0
2,3,1.0,2.0,103.0,7.5,1.0,4.605,5.278,1.615,0.0,3.5
2,4,1.0,2.0,4.0,8.938,1.0,4.099,5.276,3.429,1.0,6.0
2,5,1.0,3.0,6.0,6.097,2.2,4.214,2.097,2.19,0.0,5.0
2,6,3.0,1.0,12.0,2.9,2.0,4.667,2.659,2.154,0.0,5.5
2,7,2.0,1.0,1.0,4.737,1.111,7.234,4.188,3.263,0.0,4.0
2,8,258.0,9.0,2.0,10.1,6.0,3.818,2.625,2.733,0.0,4.0
2,10,2.0,1.0,3.0,3.182,2.25,3.191,3.067,3.529,0.0,5.0
2,11,1.0,1.0,4.0,8.652,1.4,3.175,8.68,2.762,0.0,4.0
2,12,1.0,60.0,12.0,17.074,3.333,6.342,3.615,6.478,0.0,3.5
2,14,2.0,2.0,19.0,8.455,1.4,7.911,3.143,2.083,0.0,6.0
2,15,26.0,140.0,4.0,4.312,2.111,24.75,1.469,3.8,0.0,2.0
2,16,5.0,1.0,8.0,6.077,1.364,7.261,4.6,2.556,0.0,3.0
2,17,1.0,2.0,2.0,6.176,2.0,4.5,6.259,3.733,0.0,3.5
2,18,1.0,1.0,21.0,3.091,1.8,3.69,3.643,3.067,0.0,5.0
2,19,0.0,9.0,1.0,23.476,2.462,5.396,1.067,0.0,0.0,4.0
2,20,6.0,297.0,122.0,4.917,1.375,4.226,2.107,4.25,0.0,3.0
2,21,16.0,1.0,3.0,6.765,1.333,3.229,3.727,1.636,0.0,5.0
2,22,2.0,185.0,7.0,6.077,1.333,5.292,2.412,8.0,0.0,4.5
2,24,2.0,1.0,5.0,8.167,1.714,6.776,4.211,12.618,0.0,2.5
2,27,6.0,1.0,19.0,5.593,1.308,138.5,2.571,0.0,0.0,0.0
2,28,1.0,2.0,9.0,7.739,1.0,4.31,1.615,11.2,0.0,6.0
2,29,29.0,46.0,7.0,23.6,1.0,4.0,4.0,0.0,0.0,4.0
2,30,0.0,10.0,2.0,4.471,1.4,6.956,1.857,50.037,0.0,3.0
2,32,2.0,27.0,14.0,5.222,1.111,4.969,2.857,2.421,0.0,5.5
2,34,209.0,35.0,73.0,3.455,1.0,6.13,20.333,2.864,0.0,4.5
2,36,10.0,47.0,8.0,6.9,1.0,2.9,1.714,5.0,0.0,5.5
2,38,27.0,3.0,14.0,15.562,2.25,15.824,12.4,15.0,0.0,4.0
2,39,5.0,2.0,146.0,8.312,1.25,7.037,3.0,1.6,0.0,3.0
2,41,4.0,3.0,4.0,10.931,1.25,4.08,1.125,2.889,0.0,5.5
2,42,3.0,1.0,13.0,6.95,1.235,4.364,5.174,3.696,0.0,3.0
2,43,2.0,228.0,2.0,10.08,1.545,3.204,2.0,4.429,0.0,4.5
2,44,2.0,2.0,13.0,5.737,1.0,2.057,2.333,2.917,0.0,5.5
2,46,9.0,1.0,1.0,10.235,1.667,4.0,2.5,3.556,0.0,2.0
2,47,4.0,253.0,8.0,8.588,1.0,3.74,1.421,3.0,0.0,4.0
2,48,10.0,1.0,1.0,12.056,1.0,12.206,4.333,7.706,0.0,3.5
2,49,1.0,13.0,1.0,17.767,1.385,6.308,2.593,3.625,0.0,3.0
2,50,22.0,1.0,24.0,7.5,2.05,9.465,4.417,10.158,0.0,2.0
2,51,2.0,13.0,4.0,6.25,2.1,6.139,1.517,2.878,0.0,1.0
2,52,7.0,1.0,7.0,7.917,1.0,3.137,2.485,2.333,0.0,6.0
2,53,2.0,2.0,3.0,7.778,1.0,4.217,4.574,2.0,0.0,4.0
2,54,2.0,6.0,1.0,5.35,1.2,3.375,2.278,4.136,0.0,4.5
2,56,19.0,81.0,4.0,5.526,1.3,5.63,5.788,5.769,0.0,2.5
2,59,1.0,1.0,105.0,3.227,1.6,5.526,2.0,1.812,0.0,3.5
2,61,1.0,1.0,2.0,6.417,1.333,37.5,3.196,9.929,1.0,0.0
2,63,1.0,8.833,16.0,8.643,1.5,7.31,2.552,4.083,0.0,3.5
2,66,2.0,1.0,33.0,7.865,1.167,5.441,10.636,3.375,0.0,0.0
2,67,12.0,6.0,3.0,2.571,1.25,14.833,6.143,8.5,0.0,5.5
2,70,1.0,1.0,4.0,13.565,1.8,3.846,6.0,3.2,0.0,5.5
2,71,8.0,2.0,1.0,11.389,1.455,4.825,2.0,2.583,0.0,5.0
2,72,1.0,294.0,7.0,11.421,2.222,5.981,4.214,3.556,0.0,4.5
2,73,0.0,2.0,4.0,3.625,1.667,5.432,24.661,0.0,0.0,4.5
2,74,6.0,6.0,1.0,3.714,1.111,5.529,4.205,2.92,0.0,3.0
2,76,1.0,1.0,1.0,5.214,1.375,4.056,2.0,3.467,0.0,4.0
2,78,1.0,1.0,2.0,5.952,2.222,3.939,2.421,3.368,0.0,2.5
2,79,1.0,82.0,2.0,6.708,1.4,4.188,1.857,4.636,0.0,5.0
2,80,145.0,2.0,116.0,9.714,1.545,7.568,1.333,47.6,0.0,3.5
2,81,1.0,1.0,7.0,5.867,1.333,6.4,14.111,1.545,0.0,5.0
2,82,1.0,1.0,5.0,5.071,1.0,6.13,4.5,3.522,0.0,2.5
2,83,7.0,4.0,79.0,4.158,1.0,5.273,2.154,0.0,0.0,4.0
2,84,0.0,1.0,533.0,57.0,2.143,5.515,3.75,0.0,0.0,2.5
2,85,2.0,2.0,19.0,11.5,2.0,3.227,2.889,5.625,0.0,6.0
2,86,40.0,1.0,8.0,9.037,1.0,5.222,2.405,2.545,0.0,5.0
2,87,98.0,16.0,4.0,8.905,1.0,5.87,6.091,4.167,0.0,4.0
2,88,1.0,1.0,9.0,5.941,1.429,32.889,4.688,2.438,0.0,5.0
2,90,2.0,201.0,16.0,7.312,1.667,3.068,6.174,2.455,0.0,3.5
2,91,4.0,2.0,2.0,9.278,1.333,5.843,5.257,4.833,0.0,6.0
2,92,2.0,15.0,1.0,19.561,2.0,7.603,2.667,8.094,0.0,2.5
2,93,14.0,75.0,475.0,22.308,1.5,4.05,3.613,7.75,0.0,4.0
2,94,2.0,3.0,14.0,7.72,1.0,7.187,2.48,2.25,0.0,5.5
2,95,2.0,1.0,1.0,2.833,2.273,4.885,7.65,1.385,0.0,4.0
2,96,1.0,2.0,2.0,6.412,3.571,5.412,1.5,3.462,0.0,4.5
2,97,105.0,1.0,1.0,7.52,2.071,3.955,2.737,5.421,0.0,4.0
2,98,0.0,475.0,15.0,4.333,1.0,7.682,2.2,0.0,0.0,3.5
2,99,1.0,1.0,1.0,6.176,2.0,4.342,1.636,3.091,0.0,2.0
