Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
5,1,6.0,3.0,48.0,3719.0,358.0,323.0,94.0,38.0,0.0,5.0
5,2,4.0,1.0,124.0,1722.0,258.0,520.0,111.0,64.0,0.0,5.0
5,3,3.0,1.0,119.0,3594.0,384.0,548.0,191.0,79.0,0.0,5.0
5,4,8.0,85.0,151.0,2837.0,357.0,1328.0,540.0,273.0,1.0,4.0
5,5,1.0,1.0,66.0,2135.0,250.0,512.0,136.0,132.0,0.0,5.0
5,6,1.0,1.0,8.0,2536.0,368.0,855.0,760.0,429.0,0.0,4.0
5,7,1.0,3.0,110.0,1955.0,124.0,739.0,154.0,2167.0,0.0,5.0
5,8,5.0,3.0,1.0,1602.0,590.0,322.0,189.0,157.0,0.0,4.0
5,9,7.0,96.0,141.0,2178.0,261.0,561.0,376.0,85.0,0.0,5.0
5,10,3.0,26.0,9.0,2870.0,505.0,586.0,306.0,146.0,0.0,5.0
5,11,4.0,1.0,5.0,1666.0,197.0,739.0,354.0,165.0,0.0,5.0
5,12,4.0,133.0,112.0,2828.0,642.0,889.0,548.0,181.0,0.0,5.0
5,13,53.0,7.0,1.0,3300.0,227.0,48.0,173.0,47.0,0.0,5.0
5,14,9.0,48.0,18.0,2682.0,549.0,921.0,106.0,69.0,0.0,5.0
5,15,36.0,1.0,7.0,1744.0,163.0,1151.0,528.0,270.0,0.0,5.0
5,16,43.0,1.0,2.0,1680.0,346.0,1103.0,97.0,92.0,0.0,5.0
5,17,63.0,2.0,73.0,2861.0,615.0,777.0,406.0,264.0,0.0,5.0
5,18,8.0,1.0,3.0,1268.0,777.0,649.0,396.0,108.0,0.0,5.0
5,19,0.0,1.0,57.0,3377.0,280.0,1541.0,31.0,0.0,0.0,5.0
5,20,64.0,2.0,7.0,3138.0,321.0,1357.0,278.0,71.0,0.0,4.0
5,22,5.0,59.0,68.0,2619.0,140.0,513.0,102.0,72.0,0.0,5.0
5,23,3.0,6.0,3.0,949.0,37.0,1000.0,137.0,1087.0,0.0,4.0
5,24,1.0,2.0,3.0,1237.0,310.0,1020.0,469.0,471.0,0.0,4.0
5,27,13.0,1.0,91.0,2523.0,161.0,4130.0,99.0,65.0,0.0,5.0
5,28,13.0,1.0,1.0,2546.0,233.0,500.0,175.0,236.0,0.0,5.0
5,29,1.0,1.0,31.0,3194.0,304.0,700.0,67.0,100.0,0.0,5.0
5,30,6.0,3.0,212.0,2433.0,463.0,1601.0,59.0,2076.0,4.0,5.0
5,31,2.0,17.0,1.0,1703.0,120.0,447.0,208.0,102.0,0.0,4.0
5,32,1.0,37.0,14.0,4018.0,248.0,517.0,103.0,148.0,0.0,5.0
5,34,2.0,3.0,599.0,2054.0,537.0,379.0,330.0,233.0,0.0,4.0
5,35,10.0,1.0,133.0,1827.0,431.0,424.0,280.0,211.0,0.0,4.0
5,36,5.0,2.0,68.0,3376.0,333.0,466.0,25.0,56.0,0.0,5.0
5,37,2.0,10.0,150.0,1426.0,306.0,252.0,350.0,49.0,0.0,4.0
5,38,11.0,6.0,7.0,747.0,29.0,954.0,151.0,392.0,0.0,4.0
5,39,5.0,4.0,307.0,3367.0,461.0,1916.0,257.0,114.0,1.0,4.0
5,40,27.0,1.0,3.0,1589.0,47.0,423.0,53.0,224.0,0.0,3.0
5,41,51.0,3.0,1.0,2950.0,319.0,846.0,162.0,160.0,0.0,5.0
5,42,1.0,3.0,3.0,4445.0,379.0,1424.0,352.0,237.0,0.0,5.0
5,44,27.0,13.0,109.0,3781.0,188.0,303.0,87.0,124.0,0.0,5.0
5,45,2.0,2.0,1.0,1915.0,115.0,631.0,103.0,353.0,0.0,3.0
5,47,145.0,1.0,2.0,2019.0,276.0,4889.0,208.0,394.0,4.0,3.0
5,48,1.0,2.0,156.0,1985.0,139.0,1337.0,267.0,141.0,0.0,5.0
5,49,1.0,1.0,89.0,2331.0,173.0,1039.0,417.0,167.0,0.0,4.0
5,50,1.0,1.0,78.0,4543.0,254.0,1118.0,130.0,649.0,0.0,4.0
5,51,1.0,1.0,208.0,1638.0,1071.0,925.0,136.0,215.0,0.0,5.0
5,52,1.0,4.0,22.0,3043.0,264.0,557.0,220.0,264.0,0.0,5.0
5,53,29.0,1.0,1.0,2656.0,390.0,316.0,612.0,33.0,0.0,4.0
5,54,119.0,1.0,3.0,1324.0,291.0,354.0,159.0,233.0,0.0,4.0
5,55,23.0,1.0,7.0,1816.0,727.0,371.0,1365.0,69.0,0.0,5.0
5,56,65.0,1.0,13.0,2801.0,248.0,920.0,982.0,104.0,0.0,4.0
5,59,6.0,1.0,3.0,3571.0,211.0,870.0,237.0,167.0,0.0,4.0
5,60,14.0,3.0,1.0,3095.0,416.0,632.0,79.0,317.0,0.0,4.0
5,61,53.0,2.0,96.0,1490.0,226.0,1736.0,535.0,378.0,1.0,4.0
5,63,1.0,2.0,79.0,2936.0,400.0,462.0,330.0,216.0,0.0,4.0
5,64,4.0,2.0,1.0,1778.0,366.0,536.0,168.0,171.0,0.0,4.0
5,65,1.0,45.0,63.0,2505.0,438.0,1177.0,160.0,29.0,0.0,4.0
