Sesion,Id,Study,Deeds,Texteditor,Blank,Diagram,Properties,Other,Aulaweb,Fsm,Nota
5,1,1.0,1,1,103,270,113,142,33.0,1,5.0
5,2,1.0,1,1,128,150,64,173,44.0,0,5.0
5,3,1.0,1,1,265,337,150,181,53.0,0,5.0
5,4,1.0,1,1,276,193,66,569,100.0,1,4.0
5,5,1.0,1,1,189,214,105,162,42.0,0,5.0
5,6,1.0,1,1,354,322,102,371,106.0,0,4.0
5,7,1.0,1,1,108,134,37,138,78.0,0,5.0
5,8,1.0,1,1,137,183,103,97,65.0,0,4.0
5,9,1.0,1,1,120,140,76,137,38.0,0,5.0
5,10,1.0,1,1,251,265,190,231,73.0,0,5.0
5,11,1.0,1,1,228,200,69,205,46.0,0,5.0
5,12,1.0,1,1,169,220,86,260,46.0,0,5.0
5,13,1.0,1,1,85,147,75,39,25.0,0,5.0
5,14,1.0,1,1,115,208,76,166,33.0,0,5.0
5,15,1.0,1,1,214,185,63,153,51.0,0,5.0
5,16,1.0,1,1,93,219,109,209,43.0,0,5.0
5,17,1.0,1,1,195,122,81,178,57.0,1,5.0
5,18,1.0,1,1,176,165,38,194,47.0,0,5.0
5,19,0.0,1,1,81,166,132,343,0.0,0,5.0
5,20,1.0,1,1,186,255,116,518,26.0,0,4.0
5,22,1.0,1,1,172,173,80,182,34.0,0,5.0
5,23,1.0,1,1,89,62,10,203,75.0,0,4.0
5,24,1.0,1,1,265,176,66,173,67.0,0,4.0
5,27,1.0,1,1,120,177,64,138,21.0,0,5.0
5,28,1.0,1,1,170,191,50,216,61.0,0,5.0
5,29,1.0,1,1,123,225,159,336,83.0,0,5.0
5,30,1.0,1,1,92,181,60,349,75.0,1,5.0
5,31,1.0,1,1,154,112,58,111,40.0,0,4.0
5,32,1.0,1,1,211,179,134,230,75.0,0,5.0
5,34,1.0,1,1,89,231,144,98,63.0,0,4.0
5,35,1.0,1,1,133,193,106,141,71.0,0,4.0
5,36,1.0,1,1,70,246,73,146,13.0,0,5.0
5,37,1.0,1,1,157,99,35,69,33.0,0,4.0
5,38,1.0,1,1,47,94,29,125,51.0,0,4.0
5,39,1.0,1,1,217,205,95,296,58.0,1,4.0
5,40,1.0,1,1,101,116,10,125,57.0,0,3.0
5,41,1.0,1,1,161,190,119,170,52.0,0,5.0
5,42,1.0,1,1,208,246,122,112,87.0,0,5.0
5,44,1.0,1,1,130,317,116,323,81.0,0,5.0
5,45,1.0,1,1,38,110,29,87,37.0,0,3.0
5,47,1.0,1,1,171,149,66,381,75.0,1,3.0
5,48,1.0,1,1,134,157,67,241,28.0,0,5.0
5,49,1.0,1,1,268,189,110,301,70.0,0,4.0
5,50,1.0,1,1,101,179,73,185,67.0,0,4.0
5,51,1.0,1,1,218,150,109,260,94.0,0,5.0
5,52,1.0,1,1,239,206,78,173,32.0,0,5.0
5,53,1.0,1,1,356,146,115,119,17.0,0,4.0
5,54,1.0,1,1,126,134,49,88,60.0,0,4.0
5,55,1.0,1,1,252,120,33,117,27.0,0,5.0
5,56,1.0,1,1,313,188,96,303,56.0,0,4.0
5,59,1.0,1,1,190,179,45,209,54.0,0,4.0
5,60,1.0,1,1,130,182,93,172,65.0,0,4.0
5,61,1.0,1,1,310,191,83,226,68.0,1,4.0
5,63,1.0,1,1,241,214,101,122,90.0,0,4.0
5,64,1.0,1,1,105,127,54,80,23.0,0,4.0
5,65,1.0,1,1,83,241,152,167,18.0,0,4.0
5,66,1.0,1,1,223,127,38,367,99.0,0,4.0
5,67,1.0,1,1,99,182,125,411,111.0,1,5.0
5,68,1.0,1,1,200,150,51,103,55.0,0,5.0
5,69,1.0,1,1,51,135,54,118,81.0,0,5.0
5,70,1.0,1,1,80,174,153,188,15.0,0,5.0
5,71,1.0,1,1,82,131,67,126,46.0,0,4.0
5,72,1.0,1,1,245,202,123,401,121.0,0,4.0
5,74,1.0,1,1,448,212,186,200,85.0,0,5.0
5,75,1.0,1,1,89,158,45,224,53.0,0,5.0
5,76,1.0,1,1,218,318,151,320,78.0,1,5.0
5,78,1.0,1,1,140,153,90,198,65.0,0,5.0
5,79,1.0,1,1,85,194,60,201,47.0,0,5.0
5,80,1.0,1,1,134,179,78,282,44.0,0,5.0
5,81,1.0,1,1,120,159,90,190,71.0,0,5.0
5,82,1.0,1,1,208,238,69,301,81.0,0,4.0
5,83,1.0,1,1,158,187,59,278,40.0,0,5.0
5,85,1.0,1,1,93,227,128,319,56.0,0,5.0
5,86,1.0,1,1,287,197,130,174,45.0,0,5.0
5,87,1.0,1,1,149,291,93,136,67.0,0,4.0
5,88,1.0,1,1,260,190,109,162,43.0,0,5.0
5,89,0.0,1,1,13,63,192,229,5.0,0,3.0
5,90,1.0,1,1,164,128,43,324,18.0,0,4.0
5,91,1.0,1,1,270,158,73,195,16.0,0,5.0
5,92,1.0,1,1,58,124,75,146,49.0,0,5.0
5,93,1.0,1,1,125,139,117,167,26.0,0,5.0
5,94,1.0,1,1,177,221,76,228,56.0,0,5.0
5,95,1.0,1,1,145,214,150,179,64.0,1,4.0
5,96,1.0,1,1,106,186,80,102,43.0,0,5.0
5,98,1.0,1,1,60,112,102,116,0.0,1,5.0
5,99,1.0,1,1,150,202,85,255,61.0,0,4.0
5,100,1.0,1,1,134,98,47,312,51.0,0,5.0
5,101,1.0,1,1,135,75,34,109,38.0,0,4.0
5,102,1.0,1,1,189,108,21,171,17.0,0,4.0
5,103,1.0,1,1,78,76,39,146,29.0,0,4.0
5,104,1.0,1,1,79,90,29,93,24.0,0,5.0
