session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
3,2, Es, Other, 23.10.2014 11:0:25, 23.10.2014 11:0:30,3105,0,0,2,0,264,0
3,2, Es, Blank, 23.10.2014 11:0:31, 23.10.2014 11:0:34,609,0,0,2,0,232,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:0:35, 23.10.2014 11:0:57,155588,6,0,6,0,363,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:0:58, 23.10.2014 11:1:3,2806,2,0,2,0,268,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:1:4, 23.10.2014 11:1:4,0,0,0,2,0,70,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:1:5, 23.10.2014 11:1:7,0,0,0,4,0,235,0
3,2, Es_3_1, Other, 23.10.2014 11:1:8, 23.10.2014 11:1:9,156,0,0,2,0,74,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:1:10, 23.10.2014 11:5:44,22564140,7,0,178,0,5197,198
3,2, Es_3_1, Other, 23.10.2014 11:5:45, 23.10.2014 11:5:46,78,0,0,3,0,124,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:5:47, 23.10.2014 11:7:58,7821782,0,0,1,0,410,0
3,2, Es_3_1, Blank, 23.10.2014 11:7:59, 23.10.2014 11:7:59,0,0,0,2,0,46,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:8:0, 23.10.2014 11:9:14,2014386,21,0,2,0,689,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:9:15, 23.10.2014 11:9:26,8382,0,0,10,0,667,4
3,2, Es_3_1, Blank, 23.10.2014 11:9:27, 23.10.2014 11:9:29,32,0,0,2,0,251,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:9:30, 23.10.2014 11:9:38,14610,0,0,2,0,199,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:9:39, 23.10.2014 11:9:57,43903,0,0,6,0,695,2
3,2, Es_3_1, Blank, 23.10.2014 11:9:58, 23.10.2014 11:9:58,0,0,0,2,0,93,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:9:59, 23.10.2014 11:10:1,0,0,0,2,0,189,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:10:2, 23.10.2014 11:10:57,633290,0,0,18,0,1079,12
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:10:58, 23.10.2014 11:12:26,1173148,0,0,64,8,2920,8
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:12:27, 23.10.2014 11:15:7,5441886,0,0,94,0,2941,78
3,2, Es_3_1, Blank, 23.10.2014 11:15:8, 23.10.2014 11:15:8,0,0,0,1,0,33,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:15:9, 23.10.2014 11:16:18,1274079,0,0,21,8,1704,2
3,2, Es_3_1, Properties, 23.10.2014 11:16:19, 23.10.2014 11:16:19,0,0,0,4,0,27,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:16:20, 23.10.2014 11:18:32,5205844,4,0,54,0,2820,2
3,2, Es_3_1, Blank, 23.10.2014 11:18:33, 23.10.2014 11:18:33,0,0,0,2,0,95,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:18:34, 23.10.2014 11:19:13,498139,19,0,2,0,531,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:19:14, 23.10.2014 11:19:44,165829,10,0,13,0,1125,0
3,2, Es_3_1, Properties, 23.10.2014 11:19:45, 23.10.2014 11:19:45,0,0,0,1,0,72,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:19:46, 23.10.2014 11:20:6,103719,0,0,2,0,458,0
3,2, Es_3_1, Properties, 23.10.2014 11:20:7, 23.10.2014 11:20:7,0,0,0,2,0,36,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:20:8, 23.10.2014 11:21:40,2882286,0,0,44,0,2061,8
3,2, Es_3_1, Properties, 23.10.2014 11:21:41, 23.10.2014 11:21:41,0,0,0,2,0,60,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:21:42, 23.10.2014 11:22:35,468792,4,0,28,0,1679,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:22:36, 23.10.2014 11:22:37,0,0,0,2,0,174,0
3,2, Es_3_1, Blank, 23.10.2014 11:22:38, 23.10.2014 11:22:38,0,0,0,1,0,86,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:22:39, 23.10.2014 11:22:39,0,0,0,1,0,41,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:22:40, 23.10.2014 11:22:40,0,0,0,2,0,101,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:22:41, 23.10.2014 11:26:1,9201931,1,0,90,0,4695,56
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:26:2, 23.10.2014 11:27:17,957250,0,0,46,0,1851,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:27:18, 23.10.2014 11:30:40,10197096,29,0,114,0,3352,96
3,2, Es_3_1, Other, 23.10.2014 11:30:41, 23.10.2014 11:30:52,56784,0,0,2,0,37,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:30:53, 23.10.2014 11:40:40,77525228,64,0,180,6,12755,110
3,2, Es_3_1, Other, 23.10.2014 11:40:41, 23.10.2014 11:40:42,16,0,0,2,0,137,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:40:43, 23.10.2014 11:41:52,1008399,0,0,14,0,2056,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:41:53, 23.10.2014 11:54:40,200823353,20,0,104,2,8276,611
3,2, Es_3_1, Other, 23.10.2014 11:54:41, 23.10.2014 11:54:41,0,0,0,2,0,43,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:54:42, 23.10.2014 11:55:18,502159,0,0,4,0,303,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 11:55:19, 23.10.2014 11:55:23,968,0,0,2,0,268,0
3,2, Es_3_1, Blank, 23.10.2014 11:55:24, 23.10.2014 11:55:24,0,0,0,1,0,68,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 11:55:25, 23.10.2014 11:55:49,105128,0,0,5,0,648,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:55:50, 23.10.2014 11:58:57,2872562,0,0,134,10,8355,42
3,2, Es_3_1, Properties, 23.10.2014 11:58:58, 23.10.2014 11:58:58,0,0,0,2,0,76,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 11:58:59, 23.10.2014 12:0:18,605512,1,0,40,0,3957,6
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:0:19, 23.10.2014 12:0:24,45,0,0,8,0,426,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 12:0:25, 23.10.2014 12:0:25,0,0,0,1,0,81,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:0:26, 23.10.2014 12:0:36,8156,2,0,5,0,620,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:0:37, 23.10.2014 12:3:9,2293154,0,0,82,32,6267,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:3:10, 23.10.2014 12:3:19,21280,0,0,2,0,213,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:3:20, 23.10.2014 12:7:22,6833800,1,0,192,42,10736,22
3,2, Es_3_1, Properties, 23.10.2014 12:7:23, 23.10.2014 12:7:23,0,0,0,2,0,69,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:7:24, 23.10.2014 12:7:41,4275,0,0,22,0,1284,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:7:42, 23.10.2014 12:8:43,190648,21,0,28,2,3075,76
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:8:44, 23.10.2014 12:9:22,105423,0,0,40,0,2226,0
3,2, Es_3_1, Diagram, 23.10.2014 12:9:23, 23.10.2014 12:9:25,188,0,0,5,0,202,0
3,2, Es_3_1, Diagram, 23.10.2014 12:9:26, 23.10.2014 12:9:26,0,0,0,1,0,72,0
3,2, Es_3_1, Diagram, 23.10.2014 12:9:27, 23.10.2014 12:9:39,23408,0,0,8,0,609,0
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:9:40, 23.10.2014 12:9:41,63,0,0,3,0,96,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:9:42, 23.10.2014 12:10:13,89133,2,0,15,4,1086,38
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:10:14, 23.10.2014 12:10:20,679,0,0,6,0,435,0
3,2, Es_3_1, TextEditor_Es_3_1, 23.10.2014 12:10:21, 23.10.2014 12:11:58,1636943,0,0,15,4,1698,320
3,2, Es_3_1, Deeds_Es_3_1, 23.10.2014 12:11:59, 23.10.2014 12:12:6,8064,0,0,3,0,284,0
3,2, Es_3_1, Study_Es_3_1, 23.10.2014 12:12:7, 23.10.2014 12:12:17,17483,0,0,4,0,376,0
3,2, Es_3_1, Other, 23.10.2014 12:12:18, 23.10.2014 12:12:18,0,0,0,2,0,96,0
3,2, Es_3_1, Blank, 23.10.2014 12:12:19, 23.10.2014 12:12:19,0,0,0,2,0,75,0
3,2, Es_3_1, Aulaweb, 23.10.2014 12:12:20, 23.10.2014 12:12:21,31,0,0,2,0,121,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:12:22, 23.10.2014 12:12:51,235825,23,0,8,0,576,0
3,2, Es_3_2, Other, 23.10.2014 12:12:52, 23.10.2014 12:12:52,0,0,0,0,0,81,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:12:53, 23.10.2014 12:12:54,78,0,0,0,0,60,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:12:55, 23.10.2014 12:12:56,62,0,0,2,0,128,0
3,2, Es_3_2, Other, 23.10.2014 12:12:57, 23.10.2014 12:12:58,0,0,0,2,0,164,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:12:59, 23.10.2014 12:13:0,78,0,0,2,0,117,0
3,2, Es_3_2, Aulaweb, 23.10.2014 12:13:1, 23.10.2014 12:13:2,0,0,0,2,0,82,0
3,2, Es_3_2, Other, 23.10.2014 12:13:3, 23.10.2014 12:13:5,500,0,0,2,0,278,0
3,2, Es_3_2, Blank, 23.10.2014 12:13:6, 23.10.2014 12:13:6,0,0,0,2,0,64,0
3,2, Es_3_2, Other, 23.10.2014 12:13:7, 23.10.2014 12:13:7,0,0,0,2,0,62,0
3,2, Es_3_2, Other, 23.10.2014 12:13:8, 23.10.2014 12:13:11,0,0,0,10,0,208,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:13:12, 23.10.2014 12:14:3,390965,0,0,12,0,859,142
3,2, Es_3_2, Other, 23.10.2014 12:14:4, 23.10.2014 12:14:4,0,0,0,2,0,66,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:14:5, 23.10.2014 12:14:30,60090,0,0,6,0,1306,2
3,2, Es_3_2, Blank, 23.10.2014 12:14:31, 23.10.2014 12:14:31,0,0,0,3,0,30,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:14:32, 23.10.2014 12:14:33,62,0,0,3,0,88,0
3,2, Es_3_2, Blank, 23.10.2014 12:14:34, 23.10.2014 12:14:35,390,0,0,2,0,145,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:14:36, 23.10.2014 12:14:39,358,0,0,6,0,139,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:14:40, 23.10.2014 12:14:51,15354,0,0,5,0,694,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:14:52, 23.10.2014 12:15:16,209264,0,0,1,0,404,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:15:17, 23.10.2014 12:15:59,87406,32,0,20,2,1697,74
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:16:0, 23.10.2014 12:16:1,0,0,0,2,0,131,0
3,2, Es_3_2, Diagram, 23.10.2014 12:16:2, 23.10.2014 12:16:3,16,0,0,4,0,109,0
3,2, Es_3_2, Diagram, 23.10.2014 12:16:4, 23.10.2014 12:16:4,0,0,0,2,0,75,0
3,2, Es_3_2, Diagram, 23.10.2014 12:16:5, 23.10.2014 12:16:9,548,0,0,6,0,283,0
