session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
5,1, Es, Other, 20.11.2014 11:5:34, 20.11.2014 11:5:36,32,0,0,0,0,166,0
5,1, Es, Other, 20.11.2014 11:5:37, 20.11.2014 11:5:49,3706,0,0,10,2,742,16
5,1, Es, Other, 20.11.2014 11:5:50, 20.11.2014 11:5:53,171,0,0,6,0,283,6
5,1, Es, TextEditor, 20.11.2014 11:5:54, 20.11.2014 11:5:54,0,0,0,2,0,85,0
5,1, Es, Other, 20.11.2014 11:5:55, 20.11.2014 11:5:56,0,0,0,4,0,122,0
5,1, Es, Other, 20.11.2014 11:5:57, 20.11.2014 11:5:58,78,0,0,6,0,46,4
5,1, Es, Other, 20.11.2014 11:5:59, 20.11.2014 11:6:2,342,0,0,0,0,208,0
5,1, Es_5_1, TextEditor_Es_5_1, 20.11.2014 11:6:3, 20.11.2014 11:6:3,0,0,0,2,0,94,0
5,1, Es_5_1, Other, 20.11.2014 11:6:4, 20.11.2014 11:6:4,0,0,0,2,0,104,0
5,1, Es_5_1, Other, 20.11.2014 11:6:5, 20.11.2014 11:6:7,0,0,0,2,0,195,0
5,1, Es_5_1, TextEditor, 20.11.2014 11:6:8, 20.11.2014 11:6:8,0,0,0,4,0,13,0
5,1, Es_5_1, TextEditor_Es_5_1, 20.11.2014 11:6:9, 20.11.2014 11:6:9,0,0,0,0,0,70,0
5,1, Es_5_1, TextEditor_Es_5_1, 20.11.2014 11:6:10, 20.11.2014 11:6:17,857,0,0,6,0,267,24
5,1, Es_5_1, Other, 20.11.2014 11:6:18, 20.11.2014 11:6:19,1014,0,0,0,0,0,12
5,1, Es_5_1, TextEditor_Es_5_1, 20.11.2014 11:6:20, 20.11.2014 11:6:36,14287,0,0,6,0,739,36
5,1, Es_5_2, Study_Es_5_2, 20.11.2014 11:6:37, 20.11.2014 11:6:37,0,0,0,2,0,94,0
5,1, Es_5_1, TextEditor_Es_5_1, 20.11.2014 11:6:38, 20.11.2014 11:6:39,0,0,0,2,0,185,0
