session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
2,1, Es, Study_Es_2_1, 16.10.2014 11:25:9, 16.10.2014 11:25:10,0,0,0,0,0,0,0
2,1, Es_2_1, Study_Es_2_1, 16.10.2014 11:25:10, 16.10.2014 11:25:11,62,0,0,2,0,176,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:25:12, 16.10.2014 11:25:15,344,0,0,4,0,276,0
2,1, Es_2_1, Study_Es_2_1, 16.10.2014 11:25:16, 16.10.2014 11:25:47,143691,7,0,2,0,898,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:25:49, 16.10.2014 11:25:54,127,0,0,5,0,472,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:25:55, 16.10.2014 11:26:1,545,0,0,7,0,363,8
2,1, Es_2_1, Blank, 16.10.2014 11:26:2, 16.10.2014 11:26:2,0,0,0,1,0,6,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:26:3, 16.10.2014 11:26:56,408431,6,0,21,0,2155,4
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:26:57, 16.10.2014 11:27:10,80793,0,0,2,0,99,0
2,1, Es_2_1, Study_Es_2_1, 16.10.2014 11:27:11, 16.10.2014 11:27:14,46,4,0,2,0,136,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:27:15, 16.10.2014 11:27:19,45,0,0,4,0,359,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:27:20, 16.10.2014 11:27:30,17247,0,0,6,0,404,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:27:31, 16.10.2014 11:28:18,230808,0,0,12,0,552,92
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:28:19, 16.10.2014 11:28:20,32,0,0,8,0,159,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:28:21, 16.10.2014 11:28:41,3848,0,0,38,0,1185,68
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:28:42, 16.10.2014 11:28:45,48,0,0,6,0,252,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:28:46, 16.10.2014 11:29:37,79681,3,0,38,0,1747,34
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:29:38, 16.10.2014 11:30:30,584426,0,0,46,0,2262,0
2,1, Es_2_1, Diagram, 16.10.2014 11:30:31, 16.10.2014 11:31:33,261108,0,0,16,0,2208,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:31:34, 16.10.2014 11:31:35,0,0,0,4,0,130,0
2,1, Es_2_1, Diagram, 16.10.2014 11:31:36, 16.10.2014 11:34:31,3587718,0,0,34,0,7089,0
2,1, Es_2_1, Properties, 16.10.2014 11:34:32, 16.10.2014 11:34:41,1889,0,0,2,0,556,0
2,1, Es_2_1, Diagram, 16.10.2014 11:34:42, 16.10.2014 11:35:25,447522,0,0,21,0,1249,0
2,1, Es_2_1, Blank, 16.10.2014 11:35:26, 16.10.2014 11:35:26,0,0,0,2,0,99,0
2,1, Es_2_1, Other, 16.10.2014 11:35:27, 16.10.2014 11:35:28,16,0,0,1,0,166,0
2,1, Es_2_1, Diagram, 16.10.2014 11:35:29, 16.10.2014 11:36:13,500386,0,0,22,0,1135,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:36:14, 16.10.2014 11:36:34,8903,34,0,14,2,1227,28
2,1, Es_2_1, Blank, 16.10.2014 11:36:35, 16.10.2014 11:36:40,7205,0,0,0,0,126,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:36:41, 16.10.2014 11:36:41,0,0,0,2,0,0,0
2,1, Es_2_1, Other, 16.10.2014 11:36:42, 16.10.2014 11:36:45,30,0,0,6,0,203,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:36:46, 16.10.2014 11:37:4,57436,0,0,8,0,547,8
2,1, Es_2_1, Blank, 16.10.2014 11:37:5, 16.10.2014 11:37:5,0,0,0,1,0,56,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:37:6, 16.10.2014 11:37:30,166754,0,0,3,0,213,90
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:37:31, 16.10.2014 11:37:31,0,0,0,2,0,24,0
2,1, Es_2_1, Properties, 16.10.2014 11:37:32, 16.10.2014 11:37:33,249,0,0,2,0,144,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:37:35, 16.10.2014 11:37:40,16,0,0,2,0,568,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:37:41, 16.10.2014 11:38:22,184045,0,0,10,0,462,170
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:38:23, 16.10.2014 11:40:8,2716536,0,0,36,0,2663,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:40:9, 16.10.2014 11:40:23,12513,0,0,4,0,343,78
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:40:24, 16.10.2014 11:40:30,1467,0,0,6,0,285,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:40:31, 16.10.2014 11:40:42,6380,0,0,2,0,518,0
2,1, Es_2_1, Blank, 16.10.2014 11:40:43, 16.10.2014 11:40:43,0,0,0,1,0,77,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:40:44, 16.10.2014 11:42:0,1830221,0,0,11,0,1062,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:42:1, 16.10.2014 11:43:45,1900777,0,0,20,0,836,350
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:43:46, 16.10.2014 11:43:54,23647,0,0,11,0,353,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:43:55, 16.10.2014 11:44:31,322650,0,0,11,0,689,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:44:32, 16.10.2014 11:44:43,19656,0,0,2,0,503,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:44:44, 16.10.2014 11:44:46,0,0,0,2,0,183,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:44:47, 16.10.2014 11:44:50,250,0,0,2,0,190,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:44:51, 16.10.2014 11:45:25,409886,45,0,6,0,639,10
2,1, Es_2_1, Other, 16.10.2014 11:45:26, 16.10.2014 11:45:26,0,0,0,2,0,63,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:45:27, 16.10.2014 11:46:8,440120,0,0,2,0,1095,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:46:9, 16.10.2014 11:46:9,0,0,0,2,0,93,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:46:10, 16.10.2014 11:46:18,15043,0,0,2,0,392,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:46:19, 16.10.2014 11:47:7,280991,61,0,6,0,616,150
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:47:8, 16.10.2014 11:47:41,303297,0,0,14,0,1139,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:47:42, 16.10.2014 11:47:42,0,0,0,2,0,84,0
2,1, Es_2_1, Blank, 16.10.2014 11:47:43, 16.10.2014 11:47:43,0,0,0,1,0,93,0
2,1, Es_2_1, Other, 16.10.2014 11:47:44, 16.10.2014 11:47:44,0,0,0,1,0,78,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:47:45, 16.10.2014 11:48:1,104685,0,0,2,0,460,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:48:2, 16.10.2014 11:48:4,0,0,0,2,0,149,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:48:5, 16.10.2014 11:48:10,1654,0,0,2,0,208,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:48:11, 16.10.2014 11:49:7,781568,0,0,12,0,1198,52
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:49:8, 16.10.2014 11:49:8,0,0,0,2,0,53,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:49:9, 16.10.2014 11:49:25,39883,0,0,4,0,435,66
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:49:26, 16.10.2014 11:49:37,2510,0,0,2,0,548,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:49:38, 16.10.2014 11:49:48,11390,0,0,2,0,417,0
2,1, Es_2_1, Other, 16.10.2014 11:49:49, 16.10.2014 11:49:50,0,0,0,2,0,118,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:49:51, 16.10.2014 11:49:53,32,0,0,2,0,274,0
